word,phonetic,pos,def,example,syn,ant,tags,premium,stub
Scotch,,word,At the final stage; concluding.,"In the ""Suppress / end"" word cluster, scotch helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Scruples,,word,A vocabulary term from the group: Hesitate on moral grounds.,"She underlined scruples while reviewing the ""Hesitate on moral grounds"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Scrupulous,/ˈskruː.pjə.ləs/,adjective,Diligent and thorough.,"Critics called the proposal scrupulous, noting that it was diligent and thorough.","meticulous,careful","careless,negligent",GRE,true,false
Scrutinize,/ˈskruː.tɪ.naɪz/,verb,Examine closely.,The team hoped the policy would scrutinize the problem over time.,"inspect,analyze","glance,overlook",GRE|IELTS,true,false
Scuffle,,word,A vocabulary term from the group: Argue / fight.,"In the ""Argue / fight"" word cluster, scuffle helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Seasoned,,word,A vocabulary term from the group: Experienced.,"In the ""Experienced"" word cluster, seasoned helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Secular,,word,A vocabulary term from the group: Not sacred / worldly.,"She underlined secular while reviewing the ""Not sacred / worldly"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Secure,,noun,"A person, thing, or quality related to: Restrain / x set free.","She underlined secure while reviewing the ""Restrain / x set free"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Sedition,,noun,"A person, thing, or quality related to: To stir up / revolt.","She underlined sedition while reviewing the ""To stir up / revolt"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Segregate,,verb,To act in a way related to the idea of: Separate / x connected.,"She underlined segregate while reviewing the ""Separate / x connected"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Sensational,,adjective,Describing something related to: Offensive / lusty.,"She underlined sensational while reviewing the ""Offensive / lusty"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Sentence,,noun,"A person, thing, or quality related to: Punish.","She underlined sentence while reviewing the ""Punish"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Serendipity,,noun,"A person, thing, or quality related to: Lucky / x unlucky.","In the ""Lucky / x unlucky"" word cluster, serendipity helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Serene,,word,Not alike; clearly different in nature or quality.,Urban and rural communities often have serene needs during a crisis.,,,GRE|GMAT|IELTS,false,false
Servile,/ˈsɜː.vaɪl/,adjective,Having the qualities of a slave.,"In context, the word servile means having the qualities of a slave.","submissive,obsequious","dominant,assertive",GRE,true,false
Shackle,,word,A vocabulary term from the group: Restrain / x set free.,"She underlined shackle while reviewing the ""Restrain / x set free"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Shades,,word,A vocabulary term from the group: Minor differences.,"In the ""Minor differences"" word cluster, shades helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Sham,,word,Intended to mislead or deceive.,"She underlined sham while reviewing the ""Fake / deceptive"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Shirk,,word,A vocabulary term from the group: Avoid / dodge.,"She underlined shirk while reviewing the ""Avoid / dodge"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Shoddy,,adjective,Describing something related to: Careless / dirty.,Officials hoped the treaty would shoddy tensions along the border.,,,GRE|GMAT|IELTS,false,false
Shrink,,word,"Marked by fear, dread, or intimidation.",Even experienced climbers found the final ascent shrink in stormy weather.,,,GRE|GMAT|IELTS,false,false
Shroud,,word,A vocabulary term from the group: Hide / cover / disguise.,"She underlined shroud while reviewing the ""Hide / cover / disguise"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Shun,,word,A vocabulary term from the group: Exclude / forbid.,"In the ""Exclude / forbid"" word cluster, shun helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Simpleton,,word,A vocabulary term from the group: Intelligent / wise.,The mentor offered simpleton advice that changed her study habits.,,opposite cluster,GRE|GMAT|IELTS,false,false
Simulate,,verb,To act in a way related to the idea of: Imitate / * comic imitation.,"In the ""Imitate / * comic imitation"" word cluster, simulate helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Simultaneous,,adjective,Describing something related to: Co-existing.,Her simultaneous donation surprised a charity that expected far less.,,,GRE|GMAT|IELTS,false,false
Sinister,,word,"Marked by fear, dread, or intimidation.","Facing a room full of judges felt sinister at first, though she settled in quickly.",,,GRE|GMAT|IELTS,false,false
Skeptical,/ˈskep.tɪ.kəl/,adjective,Not easily convinced.,"In context, the word skeptical means not easily convinced.","doubtful,dubious","trusting,credulous",GRE|GMAT,true,false
Skirt,,word,A vocabulary term from the group: Avoid / dodge.,"She underlined skirt while reviewing the ""Avoid / dodge"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Skittish,,adjective,Describing something related to: Nervous / restless.,Cooler weather helped skittish the swelling in his ankle.,,,GRE|GMAT|IELTS,false,false
Slander,,word,A vocabulary term from the group: Accuse / defame.,"She underlined slander while reviewing the ""Accuse / defame"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Slavish,,adjective,Describing something related to: Overly obedient (−).,"In the ""Overly obedient (−)"" word cluster, slavish helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Slight,,word,A vocabulary term from the group: Small.,"She underlined slight while reviewing the ""Small"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Sloppy,,adjective,Describing something related to: Careless / dirty.,The medicine did little to sloppy her anxiety before the exam.,,,GRE|GMAT|IELTS,false,false
Sly,,adjective,Describing something related to: Secret (−).,"In the ""Secret (−)"" word cluster, sly helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Snare,,word,A vocabulary term from the group: Danger.,"She underlined snare while reviewing the ""Danger"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Solace,,word,A vocabulary term from the group: Calm down · + / to make less worse.,The medicine did little to solace her anxiety before the exam.,,,GRE|GMAT|IELTS,false,false
Solicitous,/səˈlɪs.ɪ.təs/,adjective,Showing interest or concern.,"In context, the word solicitous means showing interest or concern.","attentive,caring","indifferent,uncaring",GRE,true,false
Somber,,word,A vocabulary term from the group: Gloomy / dark.,"In the ""Gloomy / dark"" word cluster, somber helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Sophist,,word,A vocabulary term from the group: Instructive (−).,"In the ""Instructive (−)"" word cluster, sophist helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Sophistry,,adjective,Intended to mislead or deceive.,"She underlined sophistry while reviewing the ""Fake / deceptive"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Sovereign,,word,At the final stage; concluding.,"In the ""Independence / freedom"" word cluster, sovereign helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Sparse,,word,A vocabulary term from the group: Very less (−).,Officials hoped the treaty would sparse tensions along the border.,,,GRE|GMAT|IELTS,false,false
Speculative,,adjective,Describing something related to: Guesswork / unproven theory.,"She underlined speculative while reviewing the ""Guesswork / unproven theory"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Spellbinding,,word,A vocabulary term from the group: Attract / fascinate.,"She underlined spellbinding while reviewing the ""Attract / fascinate"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Spendthrift,,word,At the final stage; concluding.,"She underlined spendthrift while reviewing the ""Spend lavishly / waste (−)"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Sporadic,,adjective,Describing something related to: Irregular / periodically.,"She underlined sporadic while reviewing the ""Irregular / periodically"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Spurious,/ˈspjʊə.ri.əs/,adjective,Not being what it purports to be.,The situation seemed spurious to anyone who read the full report.,"false,bogus","genuine,authentic",GRE,true,false
Spurn,,word,A vocabulary term from the group: Mock / disrespect (−).,"In the ""Mock / disrespect (−)"" word cluster, spurn helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Spurred,,word,A vocabulary term from the group: Activate / speed up.,"She underlined spurred while reviewing the ""Activate / speed up"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Squander,,word,At the final stage; concluding.,"She underlined squander while reviewing the ""Spend lavishly / waste (−)"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Stagnant,,adjective,Describing something related to: Inactive.,"In the ""Inactive"" word cluster, stagnant helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Staid,,word,Not alike; clearly different in nature or quality.,The two reports reached staid conclusions from the same survey data.,,,GRE|GMAT|IELTS,false,false
Stalemate,,verb,Bring to an end; stop or conclude.,"In the ""Dead end"" word cluster, stalemate helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Stanch,,word,A vocabulary term from the group: Restrict / stop / prevent.,"She underlined stanch while reviewing the ""Restrict / stop / prevent"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Stark,,word,A vocabulary term from the group: Bare.,"She underlined stark while reviewing the ""Bare"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Stature,,noun,"A person, thing, or quality related to: Famous / superior.","In the ""Famous / superior"" word cluster, stature helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Steadfast,,word,At the final stage; concluding.,"She underlined steadfast while reviewing the ""Resolute / determined (+)"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Stealth,,word,A vocabulary term from the group: Secret (−).,"She underlined stealth while reviewing the ""Secret (−)"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Steeped,,word,A vocabulary term from the group: Excess.,"In the ""Excess"" word cluster, steeped helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Stickler,,word,A vocabulary term from the group: Fussy / hard to please (−).,"She underlined stickler while reviewing the ""Fussy / hard to please (−)"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Stigmatization,,noun,"A person, thing, or quality related to: Accuse / defame.","She underlined stigmatization while reviewing the ""Accuse / defame"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Stimulate,,verb,To act in a way related to the idea of: Activate / speed up.,"In the ""Activate / speed up"" word cluster, stimulate helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Stingy,,adjective,At the final stage; concluding.,The mentor offered stingy advice that changed her study habits.,,,GRE|GMAT|IELTS,false,false
Stoic,,adjective,Not alike; clearly different in nature or quality.,Urban and rural communities often have stoic needs during a crisis.,,,GRE|GMAT|IELTS,false,false
Strident,/ˈstraɪ.dənt/,adjective,Loud and harsh.,The situation seemed strident to anyone who read the full report.,"shrill,grating","soft,mellow",GRE,true,false
Stringent,,adjective,Describing something related to: Careless.,The medicine did little to stringent her anxiety before the exam.,,opposite cluster,GRE|GMAT|IELTS,false,false
Studied,,word,A vocabulary term from the group: Planned / x spontaneous.,"In the ""Planned / x spontaneous"" word cluster, studied helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Stupefy,/ˈstjuː.pɪ.faɪ/,verb,Make unable to think clearly.,The team hoped the policy would stupefy the problem over time.,"daze,bewilder","enlighten,clarify",GRE,true,false
Sturdy,,adjective,"Having great strength, power, or force.","She underlined sturdy while reviewing the ""Physically strong"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Subdue,,word,At the final stage; concluding.,"In the ""Suppress / end"" word cluster, subdue helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Subject,,verb,To act in a way related to the idea of: Easily affected (−).,"In the ""Easily affected (−)"" word cluster, subject helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Subjectivity,,noun,"A person, thing, or quality related to: Biased / partial.","She underlined subjectivity while reviewing the ""Biased / partial"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Subjugate,,verb,"Give up, abandon, or stop pursuing something.","In the ""To defeat / # surrender"" word cluster, subjugate helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Sublime,,word,A vocabulary term from the group: Spiritual / x earthly.,"She underlined sublime while reviewing the ""Spiritual / x earthly"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Subordination,,noun,"A person, thing, or quality related to: Placing in inferior rank.","She underlined subordination while reviewing the ""Placing in inferior rank"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Subservient,,adjective,Describing something related to: Overly obedient (−).,"In the ""Overly obedient (−)"" word cluster, subservient helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Subside,,word,Reduced in intensity or amount.,Cooler weather helped subside the swelling in his ankle.,,,GRE|GMAT|IELTS,false,false
Substantial,,adjective,"Lacking strength, power, or effectiveness.","In the ""Weak / fragile"" word cluster, substantial helps you spot synonyms on test day.",,opposite cluster,GRE|GMAT|IELTS,false,false
Substantiate,/səbˈstæn.ʃieɪt/,verb,Provide evidence to support.,New data helped substantiate the scientist's central claim.,"verify,confirm","disprove,refute",GRE,true,false
Subtle,,word,A vocabulary term from the group: Minor differences.,"She underlined subtle while reviewing the ""Minor differences"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Subversive,/səbˈvɜː.sɪv/,adjective,Seeking to undermine an established system.,"Critics called the proposal subversive, noting that it was seeking to undermine an established system.","disruptive,rebellious","conformist,loyal",GRE,true,false
Subvert,,word,"Lacking strength, power, or effectiveness.","She underlined subvert while reviewing the ""To lose strength / to weaken"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Succinct,/səkˈsɪŋkt/,adjective,Briefly and clearly expressed.,"Their relief was succinct, disappearing as soon as the next deadline appeared.","concise,brief","verbose,wordy",GRE|GMAT,true,false
Succumb,,word,A vocabulary term from the group: Accept / agree / give in.,"In the ""Accept / agree / give in"" word cluster, succumb helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Suffice,,word,A vocabulary term from the group: Fully satisfied.,"She underlined suffice while reviewing the ""Fully satisfied"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Suffrage,,noun,"A person, thing, or quality related to: Right to vote.","She underlined suffrage while reviewing the ""Right to vote"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Summarily,,adjective,Describing something related to: Not thorough / superficially.,"She underlined summarily while reviewing the ""Not thorough / superficially"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Superfluous,/suːˈpɜː.flu.əs/,adjective,Unnecessary through being more than enough.,"In context, the word superfluous means unnecessary through being more than enough.","excess,redundant","essential,necessary",GRE,true,false
Supersede,,word,A vocabulary term from the group: To displace.,"In the ""To displace"" word cluster, supersede helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Supplant,,adjective,Describing something related to: To displace.,"She underlined supplant while reviewing the ""To displace"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Supple,,word,Willing or able to change or adapt easily.,"She underlined supple while reviewing the ""Flexible"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Surfeit,/ˈsɜː.fɪt/,noun,An excessive amount.,Understanding the surfeit helps you grasp the author's argument.,"excess,surplus","lack,deficiency",GRE,true,false
Surge,,word,A vocabulary term from the group: Excess.,"In the ""Excess"" word cluster, surge helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Surmise,,verb,To act in a way related to the idea of: Guesswork / unproven theory.,"In the ""Guesswork / unproven theory"" word cluster, surmise helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Surpass,,word,A vocabulary term from the group: To rise beyond.,Scholars watched the debate surpass into new areas of policy.,,,GRE|GMAT|IELTS,false,false
Surreptitious,/ˌsʌr.əpˈtɪʃ.əs/,adjective,Kept secret because it would not be approved.,"In context, the word surreptitious means kept secret because it would not be approved.","secret,stealthy","open,overt",GRE,true,false
Surrogate,,verb,To act in a way related to the idea of: Substitute.,"In the ""Substitute"" word cluster, surrogate helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Susceptible,,adjective,Describing something related to: Easily affected (−).,"She underlined susceptible while reviewing the ""Easily affected (−)"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Sway,,adjective,Describing something related to: Fickle / fluctuating.,"In the ""Fickle / fluctuating"" word cluster, sway helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Swerve,,word,A vocabulary term from the group: Avoid / dodge.,"In the ""Avoid / dodge"" word cluster, swerve helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Swindle,,word,A vocabulary term from the group: Cheat / deceive.,"In the ""Cheat / deceive"" word cluster, swindle helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Sycophant,/ˈsɪk.ə.fænt/,noun,A person who acts obsequiously.,The sycophant in the story refused to follow the crowd without question.,"flatterer,toady","critic,opponent",GRE,true,false
Synopsis,,word,A vocabulary term from the group: Summary.,"In the ""Summary"" word cluster, synopsis helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Synthesis,,word,A vocabulary term from the group: Combine.,"In the ""Combine"" word cluster, synthesis helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Taboo,,word,A vocabulary term from the group: Exclude / forbid.,"She underlined taboo while reviewing the ""Exclude / forbid"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Tacit,,word,A vocabulary term from the group: Hint / indirect reference.,"She underlined tacit while reviewing the ""Hint / indirect reference"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Taciturn,/ˈtæs.ɪ.tɜːn/,adjective,Reserved or uncommunicative in speech.,Her taciturn reply suggested she preferred to keep her opinion private.,"quiet,reticent","talkative,loquacious",GRE,true,false
Tactic,,adjective,Describing something related to: Plot / trick (−).,"In the ""Plot / trick (−)"" word cluster, tactic helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Tactless,,adjective,Describing something related to: Mistake / act done carelessly.,Officials hoped the treaty would tactless tensions along the border.,,,GRE|GMAT|IELTS,false,false
Taint,,word,A vocabulary term from the group: Spotted / stained.,"In the ""Spotted / stained"" word cluster, taint helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Take,,word,A vocabulary term from the group: To object / resist.,"She underlined take while reviewing the ""To object / resist"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Tangential,,adjective,Describing something related to: Go off-track.,"She underlined tangential while reviewing the ""Go off-track"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Tantamount,/ˈtæn.tə.maʊnt/,adjective,Equivalent in seriousness.,The situation seemed tantamount to anyone who read the full report.,"equivalent,equal","different,dissimilar",GRE,true,false
Tarnish,,adjective,Describing something related to: Spotted / stained.,"She underlined tarnish while reviewing the ""Spotted / stained"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Taunt,,word,A vocabulary term from the group: Mock / disrespect (−).,"In the ""Mock / disrespect (−)"" word cluster, taunt helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Tedious,,adjective,Describing something related to: Repetitious thus boring.,"She underlined tedious while reviewing the ""Repetitious thus boring"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Telling,,word,A vocabulary term from the group: Reveal / x hide.,"She underlined telling while reviewing the ""Reveal / x hide"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Temper,,word,A vocabulary term from the group: Calm down · + / to make less worse.,Cooler weather helped temper the swelling in his ankle.,,,GRE|GMAT|IELTS,false,false
Temperamental,,adjective,Describing something related to: Fickle / fluctuating.,"She underlined temperamental while reviewing the ""Fickle / fluctuating"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Temperate,,verb,To act in a way related to the idea of: Self control.,"She underlined temperate while reviewing the ""Self control"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Temporal,,adjective,Describing something related to: Not sacred / worldly.,"In the ""Not sacred / worldly"" word cluster, temporal helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Tenacious,/təˈneɪ.ʃəs/,adjective,Tending to keep a firm hold.,The situation seemed tenacious to anyone who read the full report.,"persistent,determined","yielding,weak",GRE|GMAT,true,false
Tendentious,,adjective,Describing something related to: Biased / partial.,"In the ""Biased / partial"" word cluster, tendentious helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Tenets,,word,A vocabulary term from the group: Rule / principle / law.,"She underlined tenets while reviewing the ""Rule / principle / law"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Tentative,,adjective,Describing something related to: Sure / certain / x conditional.,"In the ""Sure / certain / x conditional"" word cluster, tentative helps you spot synonyms on test day.",,opposite cluster,GRE|GMAT|IELTS,false,false
Tenuous,/ˈten.ju.əs/,adjective,Very weak or slight.,"In context, the word tenuous means very weak or slight.","weak,fragile","strong,solid",GRE,true,false
Tepid,,word,A vocabulary term from the group: Enthusiastic / excited.,"In the ""Enthusiastic / excited"" word cluster, tepid helps you spot synonyms on test day.",,opposite cluster,GRE|GMAT|IELTS,false,false
Terminate,,verb,Bring to an end; stop or conclude.,"She underlined terminate while reviewing the ""End / stop"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Terse,/tɜːs/,adjective,Sparing in the use of words.,"In context, the word terse means sparing in the use of words.","brief,concise","verbose,wordy",GRE,true,false
Testify,,adjective,Describing something related to: Confirm / approve.,"In the ""Confirm / approve"" word cluster, testify helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Testimony,,adjective,Describing something related to: Confirm / approve.,"In the ""Confirm / approve"" word cluster, testimony helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Testiness,,noun,"Full of anger, rage, or irritation.","In the ""Irritable"" word cluster, testiness helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Thwart,,word,A vocabulary term from the group: Restrict / stop / prevent.,"In the ""Restrict / stop / prevent"" word cluster, thwart helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Tiff,,word,A vocabulary term from the group: Argue / fight.,"She underlined tiff while reviewing the ""Argue / fight"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Tightfisted,,word,At the final stage; concluding.,It was a tightfisted move to negotiate before costs rose further.,,,GRE|GMAT|IELTS,false,false
Timid,,word,A vocabulary term from the group: Shy / introvert.,"She underlined timid while reviewing the ""Shy / introvert"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Titular,,word,"Having great strength, power, or force.","She underlined titular while reviewing the ""Without real power"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Toil,,word,A vocabulary term from the group: Hard working (+).,"In the ""Hard working (+)"" word cluster, toil helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Tortuous,/ˈtɔː.tʃu.əs/,adjective,Full of twists; complex.,"Critics called the proposal tortuous, noting that it was full of twists; complex.","winding,convoluted","straight,simple",GRE,true,false
Totalitarian,,word,A vocabulary term from the group: Dominating (−).,"In the ""Dominating (−)"" word cluster, totalitarian helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Toxic,,adjective,Describing something related to: Impure / poisonous.,"She underlined toxic while reviewing the ""Impure / poisonous"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Trace,,word,A vocabulary term from the group: Left-over.,"She underlined trace while reviewing the ""Left-over"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Tranquil,/ˈtræŋ.kwɪl/,adjective,Free from disturbance.,The situation seemed tranquil to anyone who read the full report.,"peaceful,calm","agitated,stormy",GRE|IELTS,true,false
Transcend,,word,A vocabulary term from the group: To rise beyond.,Small savings can transcend quickly when invested with discipline.,,,GRE|GMAT|IELTS,false,false
Transgress,/trænzˈɡres/,verb,Offend against a law or rule.,"In the passage, the author uses transgress to mean offend against a law or rule.","violate,infringe","obey,comply",GRE,true,false
Transient,/ˈtræn.ʃi.ənt/,adjective,Lasting only for a short time.,"Their relief was transient, disappearing as soon as the next deadline appeared.","temporary,fleeting","permanent,lasting",GRE,true,false
Transitory,,adjective,Describing something related to: Short lived.,"She underlined transitory while reviewing the ""Short lived"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Treachery,,adjective,Describing something related to: Disloyalty.,"She underlined treachery while reviewing the ""Disloyalty"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Treason,,word,A vocabulary term from the group: Disloyalty.,"In the ""Disloyalty"" word cluster, treason helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Trepidation,,noun,"Marked by fear, dread, or intimidation.",Even experienced climbers found the final ascent trepidation in stormy weather.,,,GRE|GMAT|IELTS,false,false
Trials,,word,A vocabulary term from the group: Pain / suffering.,"She underlined trials while reviewing the ""Pain / suffering"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Tribulation,,noun,"A person, thing, or quality related to: Pain / suffering.","She underlined tribulation while reviewing the ""Pain / suffering"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Trifle,,word,A sign or warning of future events.,Dark headlines gave an trifle picture of what lay ahead for the economy.,,,GRE|GMAT|IELTS,false,false
Trite,,word,A vocabulary term from the group: Ordinary / unoriginal (−).,"In the ""Ordinary / unoriginal (−)"" word cluster, trite helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Triumph,,word,A vocabulary term from the group: Achievement / success.,"She underlined triumph while reviewing the ""Achievement / success"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Truce,,word,A vocabulary term from the group: Argue / fight.,"She underlined truce while reviewing the ""Argue / fight"" group in her notes.",,opposite cluster,GRE|GMAT|IELTS,false,false
Truculent,,adjective,Describing something related to: Aggressive / argumentative.,"In the ""Aggressive / argumentative"" word cluster, truculent helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Tumultuous,,adjective,Confused or bewildered.,"She underlined tumultuous while reviewing the ""Chaos / confusion"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Turbulence,,noun,Confused or bewildered.,"She underlined turbulence while reviewing the ""Chaos / confusion"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Turmoil,,word,Confused or bewildered.,"In the ""Chaos / confusion"" word cluster, turmoil helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Tyrant,,adjective,Describing something related to: Dominating (−).,"In the ""Dominating (−)"" word cluster, tyrant helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Ubiquitous,/juːˈbɪk.wɪ.təs/,adjective,Present everywhere.,"Critics called the proposal ubiquitous, noting that it was present everywhere.","omnipresent,pervasive","rare,scarce",GRE|GMAT,true,false
Unanimity,,noun,"A person, thing, or quality related to: Agreement / harmony.","In the ""Agreement / harmony"" word cluster, unanimity helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Unassuming,,word,A vocabulary term from the group: Overly proud (−).,"In the ""Overly proud (−)"" word cluster, unassuming helps you spot synonyms on test day.",,opposite cluster,GRE|GMAT|IELTS,false,false
Unavoidable,,adjective,Describing something related to: Avoid / dodge.,"In the ""Avoid / dodge"" word cluster, unavoidable helps you spot synonyms on test day.",,opposite cluster,GRE|GMAT|IELTS,false,false
Unbecoming,,word,A vocabulary term from the group: Improper / inapropriate behaviour.,"She underlined unbecoming while reviewing the ""Improper / inapropriate behaviour"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Uncanny,,adjective,Describing something related to: Illogical / strange.,"In the ""Illogical / strange"" word cluster, uncanny helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Undaunted,,word,Showing courage or bravery in the face of difficulty.,"In the ""Brave"" word cluster, undaunted helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Under,,word,Clear and easy to understand.,"In the ""Explain too much"" word cluster, under helps you spot synonyms on test day.",,opposite cluster,GRE|GMAT|IELTS,false,false
Undercut,,word,"Lacking strength, power, or effectiveness.","In the ""To lose strength / to weaken"" word cluster, undercut helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Underhanded,,word,A vocabulary term from the group: Secret (−).,"In the ""Secret (−)"" word cluster, underhanded helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Undermine,/ˌʌn.dəˈmaɪn/,verb,Erode the base or foundation.,"In the passage, the author uses undermine to mean erode the base or foundation.","weaken,sabotage","strengthen,support",GRE|IELTS,true,false
